Date,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Tair,RH,Windspeed,Winddirection,Srad,Latitude,Longitude,Sat_SM_SMAP,Sat_SM_AMSR,distance_AMSR,distance_SMAP,distance_AMSR,distance_AMSR,distance_SMAP
2020-09-20,0.0,0.194,0.169,0.159,0.167,25.26,23.57,22.98,25.65,23.15,49.69,2.177,52.86,848.0,30.3989,-98.6105,0.1752966195344925,0.16198821,169.6174368437968,12.266493604285852,90.94196522404133,169.6174368437968,12.266493604285852
2020-09-21,0.0,0.183,0.163,0.157,0.165,23.36,23.47,23.86,25.68,21.1,82.0,1.663,39.96,189.2,30.3989,-98.6105,0.1609974801540374,0.1632533,12.299945534888447,12.266493604285852,12.28321956958715,12.299945534888447,12.266493604285852
2020-09-22,0.0,0.209,0.162,0.155,0.164,23.06,22.81,23.03,25.08,19.31,98.6,1.8,12.92,260.9,,,,,,,,10.664076528499482,12.266493604285852
2020-09-23,0.0,0.213,0.174,0.155,0.163,23.42,23.05,23.14,24.72,21.04,87.1,2.001,17.34,334.9,,,,,,,,9.813695784526333,12.266493604285852
2020-09-24,0.0,0.205,0.17,0.155,0.161,23.93,22.56,22.15,24.32,21.58,70.68,1.755,23.58,761.8,,,,,,,,10.826122504618956,12.266493604285852
2020-09-25,0.0,0.192,0.164,0.153,0.159,26.03,23.63,22.58,24.39,25.5,66.92,1.464,201.8,855.0,,,,,,,,11.03996061734175,
2020-09-26,0.0,0.175,0.158,0.151,0.158,25.28,24.22,23.82,24.92,24.3,77.64,2.075,202.0,391.6,,,,,,,,11.730120563668525,12.266493604285852
2020-09-27,0.0,0.163,0.155,0.149,0.156,28.24,25.96,24.78,25.23,27.94,66.09,2.808,196.7,830.0,,,,,,,,25.18570012972664,12.266493604285852
2020-09-28,0.0,0.146,0.147,0.146,0.155,24.07,24.07,24.61,26.02,19.88,37.47,3.256,32.11,656.8,,,,,,,,10.44006866945986,12.266493604285852
2020-09-29,0.0,0.137,0.143,0.141,0.152,24.74,22.73,22.07,25.06,22.62,21.5,2.122,17.51,886.0,,,,,322.1680656313975,12.266493604285852,167.21727961784168,322.1680656313975,12.266493604285852
2020-09-30,0.0,0.127,0.138,0.138,0.149,25.57,23.14,22.13,24.61,27.71,21.85,1.216,187.7,866.0,,,,,,,,10.361531586983697,
2020-10-01,0.0,0.118,0.134,0.134,0.146,26.09,23.81,22.82,24.73,26.1,29.05,1.662,30.82,844.0,,,,,,,,11.198118020392544,
2020-10-02,0.0,0.112,0.13,0.13,0.144,25.92,23.87,23.11,24.94,22.74,39.88,2.344,150.5,830.0,,,,,,,,95.12555583944231,12.266493604285852
2020-10-03,0.0,0.107,0.127,0.127,0.141,26.21,24.16,23.34,25.01,24.32,54.29,3.112,191.5,817.0,,,,,10.695992892701994,,10.695992892701994,10.695992892701994,
2020-10-04,0.0,0.105,0.124,0.125,0.139,27.25,25.13,24.13,25.21,25.27,55.43,1.381,356.8,796.4,,,,,,,,11.133437150880964,12.266493604285852
2020-10-05,0.0,0.102,0.121,0.121,0.136,27.51,25.35,24.46,25.64,25.09,51.67,1.862,178.5,810.0,,,,,,,,11.535631290817824,12.266493604285852
2020-10-06,0.0,0.1,0.119,0.119,0.133,27.7,25.55,24.64,25.81,26.82,53.04,1.817,201.6,810.0,,,,,,,,516.9100271842487,12.266493604285852
2020-10-07,0.0,0.098,0.117,0.117,0.13,28.5,26.27,25.25,26.08,28.24,48.68,1.131,92.1,768.0,,,,,11.64021839228043,12.266493604285852,11.95335599828314,11.64021839228043,12.266493604285852
2020-10-08,0.0,0.096,0.115,0.114,0.127,28.04,25.76,24.9,26.31,27.46,39.61,1.602,120.5,815.0,,,,,10.53796543766663,12.266493604285852,11.402229520976242,10.53796543766663,12.266493604285852
2020-10-09,0.0,0.094,0.113,0.113,0.125,27.45,25.94,25.73,26.46,25.99,69.58,1.448,31.4,745.8,,,,,,,,11.413704655084244,12.266493604285852
2020-10-10,0.0,0.095,0.112,0.111,0.123,28.83,26.4,25.38,26.41,30.19,46.56,1.494,208.3,781.1,,,,,,,,10.608191161442104,12.266493604285852
2020-10-11,0.0,0.093,0.111,0.11,0.12,29.42,26.99,25.96,26.71,32.02,36.43,2.591,212.2,801.0,,,,,,,,9.86895693479104,12.266493604285852
2020-10-12,0.0,0.092,0.109,0.109,0.118,29.2,27.33,26.59,27.05,25.65,30.79,2.252,37.53,746.9,,,,,,,,11.65359032336047,
2020-10-13,0.0,0.09,0.107,0.107,0.116,27.67,25.34,24.67,26.72,26.65,35.32,1.604,155.3,770.6,,,,,40.75243930782349,12.266493604285852,26.509466456054668,40.75243930782349,12.266493604285852
2020-10-14,0.0,0.09,0.107,0.106,0.115,28.93,26.5,25.53,26.65,28.61,51.35,2.067,209.7,769.6,,,,,,,,11.176091806894686,12.266493604285852
2020-10-15,0.0,0.089,0.106,0.106,0.113,29.03,26.99,26.21,26.93,25.11,40.63,2.553,17.38,663.2,,,,,,,,11.027027393298193,12.266493604285852
2020-10-16,0.0,0.086,0.103,0.104,0.113,26.23,24.67,24.47,26.73,19.34,30.76,3.261,86.6,792.4,,,,,10.407940970994153,,10.407940970994153,10.407940970994153,
2020-10-17,0.0,0.084,0.102,0.103,0.112,24.75,23.28,23.21,25.91,20.25,77.7,2.733,202.8,613.8,30.3989,-98.6105,0.1339180171489715,0.15883517,88.45340169015769,12.266493604285852,50.35994764722177,88.45340169015769,12.266493604285852
2020-10-18,0.0,0.087,0.102,0.103,0.11,26.7,24.6,23.92,25.59,25.82,58.19,3.315,205.1,759.6,,,,,616.1229633055698,,616.1229633055698,616.1229633055698,
2020-10-19,0.0,0.087,0.102,0.103,0.111,27.27,25.59,25.07,25.94,26.39,64.28,2.064,189.7,447.1,,,,,9.927426747642762,12.266493604285852,11.096960175964307,9.927426747642762,12.266493604285852
2020-10-20,0.0,0.088,0.102,0.103,0.11,28.4,26.35,25.71,26.15,27.12,62.59,2.89,182.2,559.1,,,,,386.0710873839423,12.266493604285852,199.1687904941141,386.0710873839423,12.266493604285852
2020-10-21,0.0,0.088,0.101,0.102,0.109,28.11,26.0,25.29,26.27,26.49,60.34,2.589,180.5,593.4,,,,,11.848920845533588,12.266493604285852,12.05770722490972,11.848920845533588,12.266493604285852
2020-10-22,0.0,0.087,0.1,0.102,0.109,27.55,25.87,25.5,26.36,27.04,57.61,2.69,187.7,694.6,30.3989,-98.6105,0.152137741446495,0.12997492,193.00883243035776,12.266493604285852,102.6376630173218,193.00883243035776,12.266493604285852
2020-10-23,0.0,0.087,0.1,0.102,0.109,26.45,25.94,25.95,26.51,22.19,94.7,1.771,14.66,336.8,,,,,12.266972416472177,12.266493604285852,12.266733010379014,12.266972416472177,12.266493604285852
2020-10-24,0.0,0.085,0.096,0.098,0.108,20.11,20.14,21.08,25.14,12.06,65.04,1.308,16.03,308.8,,,,,226.3738825917845,12.266493604285852,119.32018809803516,226.3738825917845,12.266493604285852
2020-10-25,0.0,0.087,0.097,0.098,0.107,23.43,21.31,20.9,24.02,23.3,70.74,2.939,212.7,751.2,,,,,,,,12.18775004464306,12.266493604285852
2020-10-26,0.0,0.123,0.096,0.1,0.106,20.14,21.88,23.08,24.52,7.238,99.5,2.521,14.38,118.1,,,,,10.656408027464876,12.266493604285852,11.461450815875365,10.656408027464876,12.266493604285852
2020-10-27,0.0,0.143,0.091,0.095,0.106,10.98,12.98,15.36,22.47,0.821,100.0,2.427,13.67,86.4,,,,,246.80885459235523,12.266493604285852,129.53767409832054,246.80885459235523,12.266493604285852
2020-10-28,0.0,0.183,0.092,0.093,0.104,13.14,11.97,12.48,19.76,7.71,67.63,4.07,356.9,771.4,30.3989,-98.6105,0.1627668738365173,0.21059449,11.058529026129827,12.266493604285852,11.66251131520784,11.058529026129827,12.266493604285852
2020-10-29,0.0,0.166,0.093,0.093,0.104,13.54,12.45,12.89,18.81,11.24,61.58,5.153,358.4,747.0,,,,,,,,170.35201872597594,12.266493604285852
2020-10-30,0.0,0.156,0.096,0.094,0.103,15.88,13.8,13.39,18.44,16.43,36.77,1.214,100.8,753.5,,,,,10.873079309844554,12.266493604285852,11.569786457065202,10.873079309844554,12.266493604285852
2020-10-31,0.0,0.146,0.098,0.095,0.104,17.49,15.25,14.64,18.68,19.59,35.97,1.995,214.9,746.1,,,,,340.89769458432045,12.266493604285852,176.58209409430316,340.89769458432045,12.266493604285852
2020-11-01,0.0,0.136,0.099,0.096,0.104,18.3,16.85,16.35,19.21,19.41,46.94,2.092,57.05,486.5,,,,,9.874618041461408,12.266493604285852,11.07055582287363,9.874618041461408,12.266493604285852
2020-11-02,0.0,0.129,0.099,0.095,0.104,17.94,15.78,15.36,19.34,19.91,28.09,2.06,166.7,748.3,,,,,88.85921741244397,12.266493604285852,50.56285550836491,88.85921741244397,12.266493604285852
2020-11-03,0.0,0.122,0.1,0.096,0.104,18.58,16.43,15.88,19.36,21.51,30.51,2.487,196.1,743.9,,,,,,,,10.550066666977228,12.266493604285852
2020-11-04,0.0,0.115,0.1,0.096,0.104,19.63,17.46,16.78,19.58,21.01,49.73,2.792,199.6,732.7,,,,,10.578456766944363,12.266493604285852,11.422475185615108,10.578456766944363,12.266493604285852
2020-11-05,0.0,0.111,0.102,0.098,0.104,22.01,19.93,18.98,20.13,21.85,62.56,2.149,219.7,694.5,,,,,,,,385.1280320954209,
2020-11-06,0.0,0.107,0.101,0.098,0.105,22.35,20.31,19.56,20.9,22.66,58.75,1.992,194.2,688.3,,,,,,,,11.067880097735454,
2020-11-07,0.0,0.104,0.101,0.098,0.105,22.29,20.35,19.7,21.26,21.44,59.43,2.378,160.5,658.2,,,,,,,,191.46932089408992,
2020-11-08,0.0,0.101,0.101,0.098,0.105,22.04,20.46,19.98,21.45,22.34,59.11,3.319,186.8,628.6,,,,,,,,11.088622981921676,12.266493604285852
2020-11-09,0.0,0.098,0.1,0.098,0.105,21.6,20.79,20.77,21.75,21.56,72.16,2.937,198.7,344.3,,,,,,,,490.1216378527855,12.266493604285852
2020-11-10,0.0,0.096,0.1,0.098,0.105,20.73,20.85,21.09,21.96,16.61,50.54,1.684,14.43,227.5,30.3989,-98.6105,0.1529380530118942,0.16877457,11.709738774294436,12.266493604285852,11.988116189290144,11.709738774294436,12.266493604285852
2020-11-11,0.0,0.096,0.098,0.096,0.104,20.31,18.47,18.1,21.3,22.22,39.02,1.297,89.7,639.8,,,,,,,,9.945156144251596,12.266493604285852
2020-11-12,0.0,0.094,0.099,0.097,0.104,21.18,19.95,19.61,21.34,21.05,71.57,2.975,188.4,482.9,,,,,10.923966835002153,12.266493604285852,11.595230219644002,10.923966835002153,12.266493604285852
2020-11-13,0.0,0.093,0.098,0.097,0.104,20.21,19.61,19.7,21.44,18.55,85.5,1.602,147.7,261.8,,,,,,,,9.832393425690276,12.266493604285852
2020-11-14,0.0,0.094,0.099,0.098,0.104,22.14,21.18,20.81,21.52,21.76,78.39,2.519,205.5,349.6,30.3989,-98.6105,0.1435996294021606,0.15763901,170.38924310186096,12.266493604285852,91.3278683530734,170.38924310186096,12.266493604285852
2020-11-15,0.0,0.093,0.098,0.097,0.104,20.4,19.31,19.41,21.73,16.73,19.58,2.626,43.44,692.6,30.3989,-98.6105,0.1412937343120575,0.14424376,11.878065915729504,12.266493604285852,12.072279760007678,11.878065915729504,12.266493604285852
2020-11-16,0.0,0.089,0.096,0.095,0.103,18.17,16.58,16.63,20.96,19.62,19.74,1.59,188.0,688.3,30.3989,-98.6105,0.1268277913331985,0.11311752,367.10433795178096,12.266493604285852,189.68541577803344,367.10433795178096,12.266493604285852
2020-11-17,0.0,0.087,0.096,0.095,0.103,18.14,16.55,16.51,20.38,19.48,17.05,3.079,140.4,702.3,,,,,,,,9.686009799343246,12.266493604285852
2020-11-18,0.0,0.086,0.095,0.095,0.103,18.22,16.56,16.42,20.09,19.2,53.26,3.11,182.7,669.2,,,,,,,,11.075209163454645,12.266493604285852
2020-11-19,0.0,0.087,0.097,0.096,0.103,20.25,18.69,18.31,20.11,21.24,57.17,2.432,207.0,644.9,30.3989,-98.6105,0.1596709042787552,0.10771063,102.07765369333734,12.266493604285852,57.1720736488116,102.07765369333734,12.266493604285852
2020-11-20,0.0,0.087,0.097,0.096,0.103,21.62,19.86,19.24,20.54,22.27,54.91,2.458,193.6,584.6,,,,,10.539886887469,12.266493604285852,11.403190245877424,10.539886887469,12.266493604285852
2020-11-21,0.0,0.087,0.097,0.097,0.103,21.39,20.21,19.88,20.98,21.79,56.56,2.061,171.5,424.1,,,,,11.081046208027356,12.266493604285852,11.673769906156604,11.081046208027356,12.266493604285852
2020-11-22,0.0,0.088,0.097,0.097,0.103,22.49,20.75,20.11,21.1,21.89,67.12,0.783,253.4,369.2,30.3989,-98.6105,,0.16591804,11.03817302178652,,11.03817302178652,11.03817302178652,
2020-11-23,0.0,0.085,0.095,0.096,0.103,19.75,19.14,19.45,21.34,15.37,74.05,2.129,158.1,349.6,,,,,,,,510.047827121936,12.266493604285852
2020-11-24,0.0,0.086,0.096,0.096,0.103,21.05,20.16,19.95,21.13,22.11,67.67,3.68,204.9,421.9,,,,,10.73648442581814,12.266493604285852,11.501489015051996,10.73648442581814,12.266493604285852
2020-11-25,0.0,0.085,0.095,0.096,0.103,20.43,19.48,19.52,21.4,16.13,35.47,1.483,38.28,644.5,30.3989,-98.6105,0.1071080565452575,0.13244672,489.7502523394648,12.266493604285852,251.00837297187533,489.7502523394648,12.266493604285852
2020-11-26,0.0,0.084,0.094,0.095,0.102,19.17,17.7,17.7,20.94,21.73,59.49,2.392,194.4,638.4,30.3989,-98.6105,,0.16577931,12.236592237254683,,12.236592237254683,12.236592237254683,
2020-11-27,0.0,0.083,0.094,0.096,0.102,18.98,19.0,19.26,20.79,15.79,86.6,1.473,27.98,96.7,,,,,,,,10.408543476039146,
2020-11-28,1.27,0.162,0.092,0.094,0.102,15.9,16.8,17.79,20.44,10.66,99.3,1.521,13.16,42.95,,,,,10.898788924342108,,10.898788924342108,10.898788924342108,
2020-11-29,0.0,0.201,0.138,0.092,0.101,12.04,12.53,13.83,19.0,6.738,90.8,3.128,359.9,176.4,,,,,10.922902475242786,,10.922902475242786,10.922902475242786,
2020-11-30,0.0,0.188,0.141,0.09,0.1,9.75,9.33,10.29,17.3,6.012,34.92,2.965,359.3,670.7,,,,,44.09299642467884,12.266493604285852,28.179745014482343,44.09299642467884,12.266493604285852
2020-12-01,0.0,0.176,0.137,0.089,0.099,8.45,7.68,8.36,15.75,10.72,28.17,3.476,207.0,657.3,,,,,11.342859281888156,12.266493604285852,11.804676443087004,11.342859281888156,12.266493604285852
2020-12-02,0.0,0.169,0.136,0.091,0.099,11.52,10.6,10.68,15.12,10.91,44.24,4.355,352.1,618.8,,,,,,,,10.84823632593906,12.266493604285852
2020-12-03,0.0,0.158,0.132,0.09,0.099,9.16,8.65,9.21,14.95,6.377,60.5,3.492,357.1,523.3,,,,,,,,10.399569618380315,
2020-12-04,0.0,0.153,0.129,0.09,0.098,9.32,8.28,8.52,14.27,8.15,48.73,2.409,351.1,626.5,,,,,,,,91.31506308170654,
2020-12-05,0.0,0.149,0.128,0.091,0.098,10.09,9.46,9.62,14.07,10.94,46.1,0.536,294.9,244.4,,,,,,,,9.330070287928054,
2020-12-06,0.0,0.147,0.127,0.091,0.098,10.99,9.65,9.49,13.95,13.4,43.63,3.324,358.8,612.5,,,,,,,,11.133785249585982,
2020-12-07,0.0,0.143,0.126,0.091,0.098,11.61,9.96,9.68,14.12,15.47,33.61,1.76,4.38,620.3,,,,,,,,11.014409693624504,12.266493604285852
2020-12-08,0.0,0.14,0.125,0.092,0.098,12.64,10.79,10.31,14.28,20.8,19.22,2.356,7.31,619.8,,,,,11.33144006696146,12.266493604285852,11.798966835623656,11.33144006696146,12.266493604285852
2020-12-09,0.0,0.136,0.124,0.092,0.099,13.17,11.24,10.75,14.59,24.0,15.6,1.282,239.1,620.7,,,,,,,,511.4033973594656,12.266493604285852
2020-12-10,0.0,0.132,0.124,0.094,0.099,15.13,13.36,12.69,15.1,21.18,35.63,2.904,206.8,603.0,,,,,,,,11.13026569674035,12.266493604285852
2020-12-11,0.51,0.127,0.124,0.096,0.1,16.84,16.29,15.88,16.1,16.86,93.6,0.627,181.6,142.1,30.3989,-98.6105,,0.031298526,489.540715374118,,489.540715374118,489.540715374118,
2020-12-12,0.0,0.128,0.122,0.094,0.1,13.82,12.95,13.11,16.3,11.44,58.52,1.689,58.74,611.9,,,,,10.517224560622706,,10.517224560622706,10.517224560622706,
2020-12-13,0.0,0.127,0.121,0.095,0.1,15.26,14.48,14.15,16.0,13.63,87.5,3.126,6.75,203.6,,,,,9.275850919879742,,9.275850919879742,9.275850919879742,
2020-12-14,0.0,0.124,0.118,0.093,0.099,10.86,10.05,10.54,15.59,7.519,47.4,1.402,88.6,620.4,,,,,10.6103767005904,12.266493604285852,11.438435152438126,10.6103767005904,12.266493604285852
2020-12-15,0.0,0.121,0.117,0.093,0.099,11.78,10.85,11.06,14.89,11.33,58.33,2.81,203.5,604.5,,,,,11.80305043199568,12.266493604285852,12.034772018140767,11.80305043199568,12.266493604285852
2020-12-16,0.0,0.117,0.115,0.093,0.099,10.42,9.6,10.01,14.75,5.881,43.36,2.281,354.6,616.2,,,,,43.89963950179145,12.266493604285852,28.08306655303865,43.89963950179145,12.266493604285852
2020-12-17,0.0,0.114,0.114,0.092,0.099,10.2,8.9,9.05,14.12,13.53,30.76,2.117,210.7,612.3,,,,,,,,12.217409074381717,12.266493604285852
2020-12-18,0.0,0.111,0.114,0.093,0.098,11.43,10.41,10.34,14.01,12.3,71.85,3.261,187.3,348.6,,,,,,,,340.6117932541065,
2020-12-19,0.0,0.2,0.118,0.095,0.099,15.17,14.14,13.69,14.57,14.2,86.2,3.149,358.2,291.3,,,,,,,,10.562672095104414,
2020-12-20,0.0,0.182,0.119,0.093,0.099,11.65,10.4,10.33,14.64,15.29,29.0,2.527,14.22,612.6,,,,,,,,11.296344809975672,
2020-12-21,0.0,0.168,0.12,0.093,0.099,10.05,9.2,9.34,14.05,17.89,28.64,1.725,199.8,422.3,,,,,100.95184446613747,12.266493604285852,56.609169035211664,100.95184446613747,12.266493604285852
2020-12-22,0.0,0.161,0.122,0.094,0.099,13.03,11.42,10.89,14.03,17.22,68.4,3.147,185.8,414.0,,,,,11.57128919241672,12.266493604285852,11.918891398351285,11.57128919241672,12.266493604285852
2020-12-23,0.0,0.157,0.125,0.096,0.099,17.19,15.57,14.59,14.86,21.85,41.68,2.071,301.1,587.6,,,,,382.7479372327709,12.266493604285852,197.5072154185284,382.7479372327709,12.266493604285852
2020-12-24,0.0,0.146,0.121,0.094,0.099,10.04,9.75,10.54,15.33,5.435,29.17,3.795,353.9,620.6,30.3989,-98.6105,0.1278830915689468,0.1676054,10.806546655194856,12.266493604285852,11.536520129740351,10.806546655194856,12.266493604285852
2020-12-25,0.0,0.142,0.12,0.094,0.099,10.86,9.61,9.54,14.13,16.26,10.71,1.769,2.63,617.6,,,,,510.5266987256588,12.266493604285852,261.3965961649723,510.5266987256588,12.266493604285852
2020-12-26,0.0,0.138,0.119,0.094,0.099,11.68,10.53,10.45,14.09,16.04,22.15,3.906,201.9,604.8,,,,,,,,10.72828436906672,12.266493604285852
2020-12-27,0.0,0.134,0.12,0.095,0.099,14.17,12.8,12.28,14.36,19.24,46.04,2.656,212.6,598.1,,,,,,,,230.7264555188795,12.266493604285852
2020-12-28,0.0,0.129,0.121,0.097,0.099,16.32,15.4,14.81,15.19,18.79,73.76,2.923,188.7,287.6,,,,,,,,11.514224020325424,12.266493604285852
2020-12-29,0.0,0.127,0.121,0.098,0.1,17.88,16.84,16.32,16.18,18.88,75.16,4.993,186.4,459.1,,,,,,,,10.868729383911528,12.266493604285852
2020-12-30,3.81,0.151,0.119,0.098,0.1,15.78,16.5,16.72,16.93,8.05,98.3,2.47,9.27,30.55,,,,,,,,243.3790848210708,
2020-12-31,0.761,0.251,0.188,0.11,0.1,6.88,7.98,9.51,15.61,0.675,99.4,2.977,12.78,65.05,,,,,,,,30.02558341563201,12.266493604285852
2021-01-01,0.0,0.216,0.182,0.177,0.098,7.0,6.48,6.92,12.62,4.488,80.8,4.136,354.7,508.4,,,,,,,,43.78798246527696,12.266493604285852
2021-01-02,0.0,0.208,0.177,0.17,0.097,8.38,7.03,6.91,11.71,12.31,26.81,1.699,196.9,607.8,,,,,,,,11.683889652721923,12.266493604285852
2021-01-03,0.0,0.198,0.173,0.166,0.097,9.55,7.99,7.66,11.57,16.17,33.81,2.195,233.3,610.2,,,,,,,,339.3952249911373,12.266493604285852
2021-01-04,0.0,0.194,0.169,0.163,0.098,11.62,9.84,9.17,11.94,19.24,23.1,2.319,354.4,609.9,,,,,,,,11.11041244090749,12.266493604285852
2021-01-05,0.0,0.19,0.165,0.159,0.098,11.37,9.84,9.44,12.42,14.7,73.45,2.834,171.0,488.8,,,,,10.79420186365273,12.266493604285852,11.530347733969291,10.79420186365273,12.266493604285852
2021-01-06,0.0,0.193,0.166,0.159,0.099,14.39,13.84,13.43,13.37,12.88,56.01,4.588,358.1,516.3,,,,,,,,618.2622445616723,
2021-01-07,0.0,0.179,0.16,0.155,0.099,10.61,9.69,9.85,13.37,9.77,42.86,3.785,2.56,624.2,,,,,,,,10.619339017498849,12.266493604285852
2021-01-08,0.0,0.18,0.157,0.152,0.099,8.89,8.25,8.52,12.55,6.637,68.04,2.19,57.4,578.7,,,,,,,,10.94683478076267,12.266493604285852
2021-01-09,0.0,0.181,0.155,0.15,0.098,8.54,7.5,7.63,11.86,7.087,63.56,3.189,132.6,561.8,,,,,,,,10.179874030160883,12.266493604285852
2021-01-10,0.0,0.247,0.176,0.149,0.098,4.54,5.95,7.66,11.73,-0.313,99.7,1.65,35.75,74.71,,,,,,,,35.874873278543255,12.266493604285852
2021-01-11,2.792,0.243,0.185,0.178,0.097,5.9,5.34,5.69,9.98,2.224,87.3,2.922,357.3,387.3,,,,,,,,11.127278762035251,12.266493604285852
2021-01-12,,,,,,,,,,,,,,,,,0.2132269293069839,0.13480558,488.8807598666244,12.266493604285852,250.57362673545512,488.8807598666244,12.266493604285852
2021-01-13,0.0,0.223,0.178,0.172,0.097,8.14,6.46,6.08,9.57,14.91,30.26,1.853,241.4,641.2,,,,,,,,10.707528493734015,12.266493604285852
2021-01-14,0.0,0.216,0.176,0.169,0.098,10.0,8.46,7.85,10.17,15.38,37.59,4.765,2.88,624.8,,,,,,,,11.648380136042,12.266493604285852
2021-01-15,0.0,0.206,0.17,0.164,0.099,7.85,6.85,6.92,10.45,9.28,21.59,4.148,8.57,648.8,,,,,,,,469.7229128303362,12.266493604285852
2021-01-16,0.0,0.201,0.166,0.16,0.1,7.96,6.43,6.2,9.94,12.77,24.5,1.916,353.5,637.2,,,,,,,,10.198090863087923,12.266493604285852
2021-01-17,0.0,0.198,0.165,0.159,0.103,9.93,8.26,7.75,10.32,15.46,33.4,1.716,67.17,581.9,,,,,,,,173.29926814899764,12.266493604285852
2021-01-18,0.0,0.197,0.163,0.158,0.107,12.21,10.37,9.48,10.94,15.92,72.7,3.977,209.0,633.4,,,,,,,,10.12272552736905,12.266493604285852
2021-01-19,0.0,0.196,0.163,0.158,0.112,13.39,13.02,12.77,12.47,10.79,91.0,2.06,5.35,155.7,,,,,,,,11.620844289945648,12.266493604285852
2021-01-20,0.0,0.254,0.195,0.183,0.116,9.35,9.62,10.2,12.41,5.84,99.8,0.72,61.25,90.3,,,,,,,,10.086295205110751,
2021-01-21,0.0,0.236,0.19,0.182,0.12,12.7,11.7,11.04,11.89,16.43,77.34,0.439,266.4,190.5,,,,,,,,88.88915940864327,12.266493604285852
2021-01-22,0.0,0.235,0.189,0.181,0.13,15.74,13.91,12.93,12.92,19.07,55.4,3.243,358.0,606.1,,,,,,,,103.17478832652807,12.266493604285852
2021-01-23,0.0,0.226,0.184,0.177,0.145,13.96,13.43,13.4,14.05,13.76,85.7,2.362,159.8,248.7,,,,,10.380551134515484,12.266493604285852,11.323522369400669,10.380551134515484,12.266493604285852
2021-01-24,0.0,0.227,0.184,0.176,0.151,15.44,14.97,14.57,14.3,16.55,100.0,1.714,160.8,46.59,,,,,321.6019144985743,,321.6019144985743,321.6019144985743,
2021-01-25,0.0,0.222,0.183,0.175,0.154,15.89,15.29,15.16,15.23,17.28,27.58,4.664,7.22,660.7,,,,,,,,10.849107253747349,
2021-01-26,0.0,0.214,0.176,0.169,0.154,14.03,12.46,12.16,14.82,19.59,22.82,2.948,142.9,657.4,,,,,,,,508.30983937750966,12.266493604285852
2021-01-27,0.0,0.204,0.171,0.165,0.154,12.68,11.81,11.94,14.54,12.55,27.33,3.071,23.32,678.4,,,,,,,,9.831328123441851,12.266493604285852
2021-01-28,0.0,0.197,0.166,0.161,0.154,11.21,10.09,10.16,13.76,7.398,52.86,2.35,138.7,501.8,,,,,227.4613188415911,12.266493604285852,119.86390622293848,227.4613188415911,12.266493604285852
2021-01-29,0.0,0.195,0.164,0.159,0.153,11.57,10.07,9.9,13.0,13.31,69.07,2.673,212.2,580.8,,,,,12.45132716398308,12.266493604285852,12.358910384134466,12.45132716398308,12.266493604285852
2021-01-30,0.0,0.196,0.164,0.16,0.153,15.56,14.1,13.57,13.64,18.46,67.18,2.355,252.2,646.4,,,,,,,,11.037703780076471,12.266493604285852
2021-01-31,0.0,0.186,0.161,0.157,0.153,14.03,12.65,12.37,14.41,13.53,37.1,3.413,359.7,687.3,,,,,10.156269479198018,12.266493604285852,11.211381541741936,10.156269479198018,12.266493604285852
2021-02-01,0.0,0.178,0.158,0.155,0.153,12.99,11.47,11.27,14.19,12.88,32.9,1.982,42.49,698.5,,,,,,,,10.76951330794115,12.266493604285852
2021-02-02,0.0,0.173,0.156,0.153,0.152,13.34,11.74,11.46,13.94,14.59,30.23,2.671,190.1,648.2,,,,,646.1543777657889,12.266493604285852,329.2104356850374,646.1543777657889,12.266493604285852
2021-02-03,0.0,0.168,0.155,0.153,0.151,15.11,13.14,12.46,14.14,18.35,51.14,2.839,208.6,671.6,,,,,11.789847176359238,12.266493604285852,12.028170390322543,11.789847176359238,12.266493604285852
2021-02-04,0.0,0.165,0.155,0.153,0.151,17.71,15.69,14.98,15.1,24.68,30.7,2.807,14.34,670.9,,,,,337.37893050343456,12.266493604285852,174.82271205386022,337.37893050343456,12.266493604285852
2021-02-05,0.0,0.158,0.151,0.151,0.151,13.63,13.48,13.85,15.69,9.26,42.34,2.146,130.8,277.3,,,,,11.646675547479,12.266493604285852,11.956584575882426,11.646675547479,12.266493604285852
2021-02-06,0.0,0.157,0.151,0.15,0.15,16.8,14.87,14.08,15.27,17.78,31.48,4.322,19.84,712.4,,,,,,,,90.10586856233716,12.266493604285852
2021-02-07,,,,,,,,,,,,,,,,,0.1412875652313232,0.14525783,11.182469992121565,12.266493604285852,11.724481798203708,11.182469992121565,12.266493604285852
2021-02-08,0.0,0.147,0.148,0.148,0.149,16.81,15.11,14.51,15.34,18.47,71.7,4.154,216.0,714.0,,,,,9.7752300054755,12.266493604285852,11.020861804880676,9.7752300054755,12.266493604285852
2021-02-09,0.0,0.142,0.147,0.148,0.149,16.77,16.08,15.91,16.16,11.11,69.86,1.426,45.44,332.7,,,,,,,,11.181391655557103,12.266493604285852
2021-02-10,0.0,0.136,0.144,0.146,0.148,13.21,13.84,14.61,16.39,4.341,100.0,1.238,43.94,128.4,,,,,,,,9.790077339800945,12.266493604285852
2021-02-11,0.252,0.278,0.195,0.15,0.147,3.83,6.06,8.71,14.73,-1.832,100.0,0.0,0.0,57.32,,,,,81.88214468246746,12.266493604285852,47.074319143376655,81.88214468246746,12.266493604285852
